USB-500/600 Log File,
Name: TempHumA,
Model: USB-502,
Serial Number: 10224052,
Index,Date/Time,Temp(C),Humidity(%rh),Dew Point(C),
94,11/10/2022 1:15:00 am,26.0,102.5,26.4,
95,11/10/2022 1:30:00 am,26.0,102.5,26.4,
96,11/10/2022 1:45:00 am,26.0,102.5,26.4,
97,11/10/2022 2:00:00 am,26.0,102.5,26.4,
98,11/10/2022 2:15:00 am,26.0,102.5,26.4,
99,11/10/2022 2:30:00 am,26.0,102.5,26.4,
100,11/10/2022 2:45:00 am,26.0,102.5,26.4,
101,11/10/2022 3:00:00 am,26.0,102.5,26.4,
102,11/10/2022 3:15:00 am,26.0,102.5,26.4,
103,11/10/2022 3:30:00 am,26.0,102.5,26.4,
104,11/10/2022 3:45:00 am,26.0,102.5,26.4,
105,11/10/2022 4:00:00 am,26.0,102.5,26.4,
106,11/10/2022 4:15:00 am,26.0,102.5,26.4,
107,11/10/2022 4:30:00 am,26.0,102.5,26.4,
108,11/10/2022 4:45:00 am,26.0,102.5,26.4,
109,11/10/2022 5:00:00 am,26.0,102.5,26.4,
110,11/10/2022 5:15:00 am,26.0,102.5,26.4,
111,11/10/2022 5:30:00 am,26.0,102.5,26.4,
112,11/10/2022 5:45:00 am,26.0,102.5,26.4,
113,11/10/2022 6:00:00 am,26.0,102.5,26.4,
114,11/10/2022 6:15:00 am,26.0,102.5,26.4,
115,11/10/2022 6:30:00 am,26.0,102.5,26.4,
116,11/10/2022 6:45:00 am,26.0,102.5,26.4,
117,11/10/2022 7:00:00 am,26.0,102.5,26.4,
118,11/10/2022 7:15:00 am,26.0,102.5,26.4,
119,11/10/2022 7:30:00 am,26.0,102.5,26.4,
120,11/10/2022 7:45:00 am,26.0,102.5,26.4,
121,11/10/2022 8:00:00 am,26.0,102.5,26.4,
122,11/10/2022 8:15:00 am,26.0,102.5,26.4,
123,11/10/2022 8:30:00 am,26.0,102.5,26.4,
124,11/10/2022 8:45:00 am,26.0,102.5,26.4,
125,11/10/2022 9:00:00 am,26.0,102.5,26.4,
126,11/10/2022 9:15:00 am,26.0,102.5,26.4,
127,11/10/2022 9:30:00 am,26.0,102.5,26.4,
128,11/10/2022 9:45:00 am,26.0,102.5,26.4,
129,11/10/2022 10:00:00 am,26.0,102.5,26.4,
130,11/10/2022 10:15:00 am,26.0,102.5,26.4,
131,11/10/2022 10:30:00 am,26.0,102.5,26.4,
132,11/10/2022 10:45:00 am,26.0,102.5,26.4,
133,11/10/2022 11:00:00 am,26.0,102.5,26.4,
134,11/10/2022 11:15:00 am,26.0,102.5,26.4,
135,11/10/2022 11:30:00 am,26.0,102.5,26.4,
136,11/10/2022 11:45:00 am,26.0,102.5,26.4,
137,11/10/2022 12:00:00 pm,26.0,102.5,26.4,
138,11/10/2022 12:15:00 pm,26.0,102.5,26.4,
139,11/10/2022 12:30:00 pm,26.0,102.5,26.4,
140,11/10/2022 12:45:00 pm,26.0,102.5,26.4,
141,11/10/2022 1:00:00 pm,26.0,102.5,26.4,
142,11/10/2022 1:15:00 pm,26.0,102.5,26.4,
143,11/10/2022 1:30:00 pm,26.0,102.5,26.4,
144,11/10/2022 1:45:00 pm,26.0,103.0,26.5,
145,11/10/2022 2:00:00 pm,26.0,103.0,26.5,
146,11/10/2022 2:15:00 pm,26.0,103.0,26.5,
147,11/10/2022 2:30:00 pm,26.0,103.0,26.5,
148,11/10/2022 2:45:00 pm,26.0,103.0,26.5,
149,11/10/2022 3:00:00 pm,26.0,103.0,26.5,
150,11/10/2022 3:15:00 pm,26.0,103.0,26.5,
151,11/10/2022 3:30:00 pm,26.0,103.0,26.5,
152,11/10/2022 3:45:00 pm,26.0,103.0,26.5,
153,11/10/2022 4:00:00 pm,26.0,103.0,26.5,
154,11/10/2022 4:15:00 pm,26.0,103.0,26.5,
155,11/10/2022 4:30:00 pm,26.0,103.0,26.5,
156,11/10/2022 4:45:00 pm,26.0,103.0,26.5,
157,11/10/2022 5:00:00 pm,26.0,103.0,26.5,
158,11/10/2022 5:15:00 pm,26.0,103.0,26.5,
159,11/10/2022 5:30:00 pm,26.0,103.0,26.5,
160,11/10/2022 5:45:00 pm,26.0,103.0,26.5,
161,11/10/2022 6:00:00 pm,26.0,103.0,26.5,
162,11/10/2022 6:15:00 pm,26.0,103.0,26.5,
163,11/10/2022 6:30:00 pm,26.0,103.0,26.5,
164,11/10/2022 6:45:00 pm,26.0,103.0,26.5,
165,11/10/2022 7:00:00 pm,26.0,103.0,26.5,
166,11/10/2022 7:15:00 pm,26.0,103.0,26.5,
167,11/10/2022 7:30:00 pm,26.0,103.0,26.5,
168,11/10/2022 7:45:00 pm,26.0,103.0,26.5,
169,11/10/2022 8:00:00 pm,26.0,103.0,26.5,
170,11/10/2022 8:15:00 pm,26.0,103.0,26.5,
171,11/10/2022 8:30:00 pm,26.0,103.0,26.5,
172,11/10/2022 8:45:00 pm,26.0,103.0,26.5,
173,11/10/2022 9:00:00 pm,26.0,103.0,26.5,
174,11/10/2022 9:15:00 pm,26.0,103.0,26.5,
175,11/10/2022 9:30:00 pm,26.0,103.0,26.5,
176,11/10/2022 9:45:00 pm,26.0,103.0,26.5,
177,11/10/2022 10:00:00 pm,26.0,103.0,26.5,
178,11/10/2022 10:15:00 pm,26.0,103.0,26.5,
179,11/10/2022 10:30:00 pm,26.0,103.0,26.5,
180,11/10/2022 10:45:00 pm,26.0,103.0,26.5,
181,11/10/2022 11:00:00 pm,26.0,103.0,26.5,
182,11/10/2022 11:15:00 pm,26.0,103.0,26.5,
183,11/10/2022 11:30:00 pm,26.0,103.0,26.5,
184,11/10/2022 11:45:00 pm,26.0,103.0,26.5,
185,12/10/2022 12:00:00 am,26.0,103.0,26.5,
186,12/10/2022 12:15:00 am,26.0,103.0,26.5,
187,12/10/2022 12:30:00 am,26.0,103.0,26.5,
188,12/10/2022 12:45:00 am,26.0,103.0,26.5,
189,12/10/2022 1:00:00 am,26.0,103.0,26.5,
190,12/10/2022 1:15:00 am,26.0,103.0,26.5,
191,12/10/2022 1:30:00 am,26.0,103.0,26.5,
192,12/10/2022 1:45:00 am,26.0,103.0,26.5,
193,12/10/2022 2:00:00 am,26.0,103.0,26.5,
194,12/10/2022 2:15:00 am,26.0,103.0,26.5,
195,12/10/2022 2:30:00 am,26.0,103.0,26.5,
196,12/10/2022 2:45:00 am,26.0,103.0,26.5,
197,12/10/2022 3:00:00 am,26.0,103.0,26.5,
198,12/10/2022 3:15:00 am,26.0,103.0,26.5,
199,12/10/2022 3:30:00 am,26.0,103.0,26.5,
200,12/10/2022 3:45:00 am,26.0,103.0,26.5,
201,12/10/2022 4:00:00 am,26.0,103.0,26.5,
202,12/10/2022 4:15:00 am,26.0,103.0,26.5,
203,12/10/2022 4:30:00 am,26.0,103.0,26.5,
204,12/10/2022 4:45:00 am,26.0,103.0,26.5,
205,12/10/2022 5:00:00 am,26.0,103.0,26.5,
206,12/10/2022 5:15:00 am,26.0,103.0,26.5,
207,12/10/2022 5:30:00 am,26.0,103.0,26.5,
208,12/10/2022 5:45:00 am,26.0,103.0,26.5,
209,12/10/2022 6:00:00 am,26.0,103.0,26.5,
210,12/10/2022 6:15:00 am,26.0,103.0,26.5,
211,12/10/2022 6:30:00 am,26.0,103.0,26.5,
212,12/10/2022 6:45:00 am,26.0,103.0,26.5,
213,12/10/2022 7:00:00 am,26.0,103.0,26.5,
214,12/10/2022 7:15:00 am,26.0,103.0,26.5,
215,12/10/2022 7:30:00 am,26.0,103.0,26.5,
216,12/10/2022 7:45:00 am,26.0,103.0,26.5,
217,12/10/2022 8:00:00 am,26.0,103.0,26.5,
218,12/10/2022 8:15:00 am,26.0,103.0,26.5,
219,12/10/2022 8:30:00 am,26.0,103.0,26.5,
220,12/10/2022 8:45:00 am,26.0,103.0,26.5,
221,12/10/2022 9:00:00 am,26.0,103.0,26.5,
222,12/10/2022 9:15:00 am,26.0,103.0,26.5,
223,12/10/2022 9:30:00 am,26.0,103.0,26.5,
224,12/10/2022 9:45:00 am,26.0,103.0,26.5,
225,12/10/2022 10:00:00 am,26.0,103.0,26.5,
226,12/10/2022 10:15:00 am,26.0,103.0,26.5,
227,12/10/2022 10:30:00 am,26.0,103.0,26.5,
228,12/10/2022 10:45:00 am,26.0,103.0,26.5,
229,12/10/2022 11:00:00 am,26.0,103.0,26.5,
230,12/10/2022 11:15:00 am,26.0,103.0,26.5,
231,12/10/2022 11:30:00 am,26.0,103.0,26.5,
232,12/10/2022 11:45:00 am,26.0,103.0,26.5,
233,12/10/2022 12:00:00 pm,26.0,103.0,26.5,
234,12/10/2022 12:15:00 pm,26.0,103.0,26.5,
235,12/10/2022 12:30:00 pm,26.0,103.0,26.5,
236,12/10/2022 12:45:00 pm,26.0,103.0,26.5,
237,12/10/2022 1:00:00 pm,26.0,103.5,26.6,
238,12/10/2022 1:15:00 pm,26.0,103.5,26.6,
239,12/10/2022 1:30:00 pm,26.0,103.5,26.6,
240,12/10/2022 1:45:00 pm,26.0,103.5,26.6,
241,12/10/2022 2:00:00 pm,26.0,103.5,26.6,
242,12/10/2022 2:15:00 pm,26.0,103.5,26.6,
243,12/10/2022 2:30:00 pm,26.0,103.5,26.6,
244,12/10/2022 2:45:00 pm,26.0,103.5,26.6,
245,12/10/2022 3:00:00 pm,26.0,103.5,26.6,
246,12/10/2022 3:15:00 pm,26.0,103.5,26.6,
247,12/10/2022 3:30:00 pm,26.0,103.5,26.6,
248,12/10/2022 3:45:00 pm,26.0,103.5,26.6,
249,12/10/2022 4:00:00 pm,26.0,103.5,26.6,
250,12/10/2022 4:15:00 pm,26.0,103.5,26.6,
251,12/10/2022 4:30:00 pm,26.0,103.5,26.6,
252,12/10/2022 4:45:00 pm,26.0,103.5,26.6,
253,12/10/2022 5:00:00 pm,26.0,103.5,26.6,
254,12/10/2022 5:15:00 pm,26.0,103.5,26.6,
255,12/10/2022 5:30:00 pm,26.0,103.5,26.6,
256,12/10/2022 5:45:00 pm,26.0,103.5,26.6,
257,12/10/2022 6:00:00 pm,26.0,103.5,26.6,
258,12/10/2022 6:15:00 pm,26.0,103.5,26.6,
259,12/10/2022 6:30:00 pm,26.0,103.5,26.6,
260,12/10/2022 6:45:00 pm,26.0,103.5,26.6,
261,12/10/2022 7:00:00 pm,26.0,103.5,26.6,
262,12/10/2022 7:15:00 pm,26.0,103.5,26.6,
263,12/10/2022 7:30:00 pm,26.0,103.5,26.6,
264,12/10/2022 7:45:00 pm,26.0,103.5,26.6,
265,12/10/2022 8:00:00 pm,26.0,103.5,26.6,
266,12/10/2022 8:15:00 pm,26.0,103.5,26.6,
267,12/10/2022 8:30:00 pm,26.0,103.5,26.6,
268,12/10/2022 8:45:00 pm,26.0,103.5,26.6,
269,12/10/2022 9:00:00 pm,26.0,103.5,26.6,
270,12/10/2022 9:15:00 pm,26.0,103.5,26.6,
271,12/10/2022 9:30:00 pm,26.0,103.5,26.6,
272,12/10/2022 9:45:00 pm,26.0,103.5,26.6,
273,12/10/2022 10:00:00 pm,26.0,103.5,26.6,
274,12/10/2022 10:15:00 pm,26.0,103.5,26.6,
275,12/10/2022 10:30:00 pm,26.0,103.5,26.6,
276,12/10/2022 10:45:00 pm,26.0,103.5,26.6,
277,12/10/2022 11:00:00 pm,26.0,103.5,26.6,
278,12/10/2022 11:15:00 pm,26.0,103.5,26.6,
279,12/10/2022 11:30:00 pm,26.0,103.5,26.6,
280,12/10/2022 11:45:00 pm,26.0,103.5,26.6,
281,13/10/2022 12:00:00 am,26.0,103.5,26.6,
282,13/10/2022 12:15:00 am,26.0,103.5,26.6,
283,13/10/2022 12:30:00 am,26.0,103.5,26.6,
284,13/10/2022 12:45:00 am,26.0,103.5,26.6,
285,13/10/2022 1:00:00 am,26.0,103.5,26.6,
286,13/10/2022 1:15:00 am,26.0,103.5,26.6,
287,13/10/2022 1:30:00 am,26.0,103.5,26.6,
288,13/10/2022 1:45:00 am,26.0,103.5,26.6,
289,13/10/2022 2:00:00 am,26.0,103.5,26.6,
290,13/10/2022 2:15:00 am,26.0,103.5,26.6,
291,13/10/2022 2:30:00 am,26.0,103.5,26.6,
292,13/10/2022 2:45:00 am,26.0,103.5,26.6,
293,13/10/2022 3:00:00 am,26.0,103.5,26.6,
294,13/10/2022 3:15:00 am,26.0,103.5,26.6,
295,13/10/2022 3:30:00 am,26.0,103.5,26.6,
296,13/10/2022 3:45:00 am,26.0,103.5,26.6,
297,13/10/2022 4:00:00 am,26.0,103.5,26.6,
298,13/10/2022 4:15:00 am,26.0,103.5,26.6,
299,13/10/2022 4:30:00 am,26.0,103.5,26.6,
300,13/10/2022 4:45:00 am,26.0,103.5,26.6,
301,13/10/2022 5:00:00 am,26.0,103.5,26.6,
302,13/10/2022 5:15:00 am,26.0,103.5,26.6,
303,13/10/2022 5:30:00 am,26.0,103.5,26.6,
304,13/10/2022 5:45:00 am,26.0,103.5,26.6,
305,13/10/2022 6:00:00 am,26.0,103.5,26.6,
306,13/10/2022 6:15:00 am,26.0,103.5,26.6,
307,13/10/2022 6:30:00 am,26.0,103.5,26.6,
308,13/10/2022 6:45:00 am,26.0,103.5,26.6,
309,13/10/2022 7:00:00 am,26.0,103.5,26.6,
310,13/10/2022 7:15:00 am,26.0,103.5,26.6,
311,13/10/2022 7:30:00 am,26.0,103.5,26.6,
312,13/10/2022 7:45:00 am,26.0,103.5,26.6,
313,13/10/2022 8:00:00 am,26.0,103.5,26.6,
314,13/10/2022 8:15:00 am,26.0,103.5,26.6,
315,13/10/2022 8:30:00 am,26.0,103.5,26.6,
316,13/10/2022 8:45:00 am,26.0,103.5,26.6,
317,13/10/2022 9:00:00 am,26.0,103.5,26.6,
318,13/10/2022 9:15:00 am,26.0,103.5,26.6,
319,13/10/2022 9:30:00 am,26.0,103.5,26.6,
320,13/10/2022 9:45:00 am,26.0,103.5,26.6,
321,13/10/2022 10:00:00 am,26.0,103.5,26.6,
322,13/10/2022 10:15:00 am,26.0,103.5,26.6,
323,13/10/2022 10:30:00 am,26.0,103.5,26.6,
324,13/10/2022 10:45:00 am,26.0,103.5,26.6,
325,13/10/2022 11:00:00 am,26.0,103.5,26.6,
326,13/10/2022 11:15:00 am,26.0,103.5,26.6,
327,13/10/2022 11:30:00 am,26.0,103.5,26.6,
328,13/10/2022 11:45:00 am,26.0,103.5,26.6,
329,13/10/2022 12:00:00 pm,26.0,103.5,26.6,
330,13/10/2022 12:15:00 pm,26.0,103.5,26.6,
331,13/10/2022 12:30:00 pm,26.0,103.5,26.6,
332,13/10/2022 12:45:00 pm,26.0,103.5,26.6,
333,13/10/2022 1:00:00 pm,26.0,103.5,26.6,
334,13/10/2022 1:15:00 pm,26.0,103.5,26.6,
335,13/10/2022 1:30:00 pm,26.0,103.5,26.6,
336,13/10/2022 1:45:00 pm,26.0,103.5,26.6,
337,13/10/2022 2:00:00 pm,26.0,103.5,26.6,
338,13/10/2022 2:15:00 pm,26.0,103.5,26.6,
339,13/10/2022 2:30:00 pm,26.0,103.5,26.6,
340,13/10/2022 2:45:00 pm,26.0,103.5,26.6,
341,13/10/2022 3:00:00 pm,26.0,103.5,26.6,
342,13/10/2022 3:15:00 pm,26.0,103.5,26.6,
343,13/10/2022 3:30:00 pm,26.0,103.5,26.6,
344,13/10/2022 3:45:00 pm,26.0,103.5,26.6,
345,13/10/2022 4:00:00 pm,26.0,103.5,26.6,
346,13/10/2022 4:15:00 pm,26.0,103.5,26.6,
347,13/10/2022 4:30:00 pm,26.0,103.5,26.6,
348,13/10/2022 4:45:00 pm,26.0,103.5,26.6,
349,13/10/2022 5:00:00 pm,26.0,103.5,26.6,
350,13/10/2022 5:15:00 pm,26.0,103.5,26.6,
351,13/10/2022 5:30:00 pm,26.0,103.5,26.6,
352,13/10/2022 5:45:00 pm,26.0,103.5,26.6,
353,13/10/2022 6:00:00 pm,26.0,103.5,26.6,
354,13/10/2022 6:15:00 pm,26.0,103.5,26.6,
355,13/10/2022 6:30:00 pm,26.0,103.5,26.6,
356,13/10/2022 6:45:00 pm,26.0,103.5,26.6,
357,13/10/2022 7:00:00 pm,26.0,103.5,26.6,
358,13/10/2022 7:15:00 pm,26.0,103.5,26.6,
359,13/10/2022 7:30:00 pm,26.0,103.5,26.6,
360,13/10/2022 7:45:00 pm,26.0,103.5,26.6,
361,13/10/2022 8:00:00 pm,26.0,103.5,26.6,
362,13/10/2022 8:15:00 pm,26.0,103.5,26.6,
363,13/10/2022 8:30:00 pm,26.0,103.5,26.6,
364,13/10/2022 8:45:00 pm,26.0,103.5,26.6,
365,13/10/2022 9:00:00 pm,26.0,103.5,26.6,
366,13/10/2022 9:15:00 pm,26.0,103.5,26.6,
367,13/10/2022 9:30:00 pm,26.0,103.5,26.6,
368,13/10/2022 9:45:00 pm,26.0,103.5,26.6,
369,13/10/2022 10:00:00 pm,26.0,103.5,26.6,
370,13/10/2022 10:15:00 pm,26.0,103.5,26.6,
371,13/10/2022 10:30:00 pm,26.0,103.5,26.6,
372,13/10/2022 10:45:00 pm,26.0,103.5,26.6,
373,13/10/2022 11:00:00 pm,26.0,103.5,26.6,
374,13/10/2022 11:15:00 pm,26.0,103.5,26.6,
375,13/10/2022 11:30:00 pm,26.0,103.5,26.6,
376,13/10/2022 11:45:00 pm,26.0,103.5,26.6,
377,14/10/2022 12:00:00 am,26.0,103.5,26.6,
378,14/10/2022 12:15:00 am,26.0,103.5,26.6,
379,14/10/2022 12:30:00 am,26.0,103.5,26.6,
380,14/10/2022 12:45:00 am,26.0,103.5,26.6,
381,14/10/2022 1:00:00 am,26.0,103.5,26.6,
382,14/10/2022 1:15:00 am,26.0,103.5,26.6,
383,14/10/2022 1:30:00 am,26.0,103.5,26.6,
384,14/10/2022 1:45:00 am,26.0,103.5,26.6,
385,14/10/2022 2:00:00 am,26.0,103.5,26.6,
386,14/10/2022 2:15:00 am,26.0,103.5,26.6,
387,14/10/2022 2:30:00 am,26.0,104.0,26.7,
388,14/10/2022 2:45:00 am,26.0,104.0,26.7,
389,14/10/2022 3:00:00 am,26.0,104.0,26.7,
390,14/10/2022 3:15:00 am,26.0,104.0,26.7,
391,14/10/2022 3:30:00 am,26.0,104.0,26.7,
392,14/10/2022 3:45:00 am,26.0,104.0,26.7,
393,14/10/2022 4:00:00 am,26.0,104.0,26.7,
394,14/10/2022 4:15:00 am,26.0,104.0,26.7,
395,14/10/2022 4:30:00 am,26.0,104.0,26.7,
396,14/10/2022 4:45:00 am,26.0,104.0,26.7,
397,14/10/2022 5:00:00 am,26.0,104.0,26.7,
398,14/10/2022 5:15:00 am,26.0,104.0,26.7,
399,14/10/2022 5:30:00 am,26.0,104.0,26.7,
400,14/10/2022 5:45:00 am,26.0,104.0,26.7,
401,14/10/2022 6:00:00 am,26.0,104.0,26.7,
402,14/10/2022 6:15:00 am,26.0,104.0,26.7,
403,14/10/2022 6:30:00 am,26.0,104.0,26.7,
404,14/10/2022 6:45:00 am,26.0,104.0,26.7,
405,14/10/2022 7:00:00 am,26.0,104.0,26.7,
406,14/10/2022 7:15:00 am,26.0,104.0,26.7,
407,14/10/2022 7:30:00 am,26.0,104.0,26.7,
408,14/10/2022 7:45:00 am,26.0,104.0,26.7,
409,14/10/2022 8:00:00 am,26.0,104.0,26.7,
410,14/10/2022 8:15:00 am,26.0,104.0,26.7,
411,14/10/2022 8:30:00 am,26.0,104.0,26.7,
412,14/10/2022 8:45:00 am,26.0,104.0,26.7,
413,14/10/2022 9:00:00 am,26.0,104.0,26.7,
414,14/10/2022 9:15:00 am,26.0,104.0,26.7,
415,14/10/2022 9:30:00 am,26.0,104.0,26.7,
416,14/10/2022 9:45:00 am,26.0,104.0,26.7,
417,14/10/2022 10:00:00 am,26.0,104.0,26.7,
418,14/10/2022 10:15:00 am,26.0,104.0,26.7,
419,14/10/2022 10:30:00 am,26.0,104.0,26.7,
420,14/10/2022 10:45:00 am,26.0,104.0,26.7,
421,14/10/2022 11:00:00 am,26.0,104.0,26.7,
422,14/10/2022 11:15:00 am,26.0,104.0,26.7,
423,14/10/2022 11:30:00 am,26.0,104.0,26.7,
424,14/10/2022 11:45:00 am,26.0,104.0,26.7,
425,14/10/2022 12:00:00 pm,26.0,104.0,26.7,
426,14/10/2022 12:15:00 pm,26.0,104.0,26.7,
427,14/10/2022 12:30:00 pm,26.0,104.0,26.7,
428,14/10/2022 12:45:00 pm,26.0,104.0,26.7,
429,14/10/2022 1:00:00 pm,26.0,104.0,26.7,
430,14/10/2022 1:15:00 pm,26.0,104.0,26.7,
431,14/10/2022 1:30:00 pm,26.0,104.0,26.7,
432,14/10/2022 1:45:00 pm,26.0,104.0,26.7,
433,14/10/2022 2:00:00 pm,26.0,104.0,26.7,
434,14/10/2022 2:15:00 pm,26.0,104.0,26.7,
435,14/10/2022 2:30:00 pm,26.0,104.0,26.7,
436,14/10/2022 2:45:00 pm,26.0,104.0,26.7,
437,14/10/2022 3:00:00 pm,26.0,104.0,26.7,
438,14/10/2022 3:15:00 pm,26.0,104.0,26.7,
439,14/10/2022 3:30:00 pm,26.0,104.0,26.7,
440,14/10/2022 3:45:00 pm,26.0,104.0,26.7,
441,14/10/2022 4:00:00 pm,26.0,104.0,26.7,
442,14/10/2022 4:15:00 pm,26.0,104.0,26.7,
443,14/10/2022 4:30:00 pm,26.0,104.0,26.7,
444,14/10/2022 4:45:00 pm,26.0,104.0,26.7,
445,14/10/2022 5:00:00 pm,26.0,104.0,26.7,
446,14/10/2022 5:15:00 pm,26.0,104.0,26.7,
447,14/10/2022 5:30:00 pm,26.0,104.0,26.7,
448,14/10/2022 5:45:00 pm,26.0,104.0,26.7,
449,14/10/2022 6:00:00 pm,26.0,104.0,26.7,
450,14/10/2022 6:15:00 pm,26.0,104.0,26.7,
451,14/10/2022 6:30:00 pm,26.0,104.0,26.7,
452,14/10/2022 6:45:00 pm,26.0,104.0,26.7,
453,14/10/2022 7:00:00 pm,26.0,104.0,26.7,
454,14/10/2022 7:15:00 pm,26.0,104.0,26.7,
